,bytes,Tamaño en bytes,Recibido en bytes,tiempo tardado,bw 
3910,5620,41346,41346,0.0001721382141113,229.06371191135733
3911,5630,41346,28150,0.0001430511474609,187.66666666666663
3919,5640,41346,33840,0.0001647472381591,195.89001447178003
3923,5650,41346,41346,0.0002064704895019,190.9745958429561
3928,5660,41346,41346,0.0001442432403564,273.3619834710744
3933,5670,41346,34020,0.0001802444458007,180.0
3940,5680,41346,41346,0.000157356262207,250.5818181818182
3941,5690,41346,41346,0.0001442432403564,273.3619834710744
3950,5700,41346,41346,0.0001604557037353,245.74145616641903
3952,5710,41346,41346,0.0001487731933593,265.03846153846155
3959,5720,41346,41346,0.0001757144927978,224.40162822252373
3964,5730,41346,41346,0.0001444816589355,272.91089108910893
3966,5740,41346,41346,0.0001420974731445,277.48993288590606
3972,5750,41346,35596,0.0001468658447265,231.14285714285717
3977,5760,41346,29826,0.0001454353332519,195.5803278688525
3984,5770,41346,41346,0.0001430511474609,275.64
3989,5780,41346,41346,0.0001475811004638,267.1793214862682
3994,5790,41346,35556,0.0001659393310546,204.3448275862069
3999,5800,41346,41346,0.000213623046875,184.58035714285717
4002,5810,41346,41346,0.0001502037048339,262.51428571428573
4006,5820,41346,41346,0.0001499652862548,262.9316375198728
4012,5830,41346,35516,0.0001676082611083,202.08250355618776
4019,5840,41346,35506,0.0001463890075683,231.30944625407167
4021,5850,41346,41346,0.0001449584960937,272.0131578947368
4029,5860,41346,41346,0.0001511573791503,260.85804416403784
4032,5870,41346,29606,0.0001492500305175,189.17571884984025
4039,5880,41346,35466,0.0001516342163085,223.0566037735849
4044,5890,41346,41346,0.0001475811004638,267.1793214862682
4048,5900,41346,41346,0.0001435279846191,274.7242524916944
4053,5910,41346,41346,0.0001561641693115,252.4946564885496
4054,5920,41346,41346,0.0001547336578369,254.82896764252695
4059,5930,41346,41346,0.000190258026123,207.24812030075188
4067,5940,41346,41346,0.0001435279846191,274.7242524916944
4071,5950,41346,41346,0.0001592636108398,247.5808383233533
4076,5960,41346,29800,0.0001506805419921,188.6075949367089
4082,5970,41346,41346,0.0001771450042724,222.58950201884247
4087,5980,41346,41346,0.0001611709594726,244.6508875739645
4091,5990,41346,29950,0.0001428127288818,200.0
4097,6000,41346,24000,0.0001494884490966,153.11004784688996
4099,6010,41346,36060,0.0001523494720458,225.7276995305164
4104,6020,41346,41346,0.0001575946807861,250.20272314674736
4109,6030,41346,41346,0.0001502037048339,262.51428571428573
4114,6040,41346,36240,0.0001435279846191,240.79734219269105
4122,6050,41346,41346,0.0001497268676757,263.3503184713376
4126,6060,41346,41346,0.0001618862152099,243.56995581737849
4132,6070,41346,41346,0.000145673751831,270.6775777414075
4135,6080,41346,30400,0.000140905380249,205.75296108291036
4139,6090,41346,41346,0.0001540184020996,256.0123839009288
4147,6100,41346,41346,0.0001521110534667,259.22257053291537
4151,6110,41346,36660,0.0001451969146728,240.78817733990147
4156,6120,41346,41346,0.0002150535583496,183.35254988913525
4160,6130,41346,41346,0.0002088546752929,188.7945205479452
4167,6140,41346,36840,0.0001468658447265,239.2207792207792
4170,6150,41346,24600,0.0001461505889892,160.5220228384992
4176,6160,41346,41346,0.0001554489135742,253.6564417177914
4182,6170,41346,41346,0.0001838207244873,214.5058365758755
4186,6180,41346,41346,0.0001542568206787,255.61669242658425
4191,6190,41346,41346,0.0002105236053466,187.2978482446206
4194,6200,41346,37200,0.0001428127288818,248.41402337228715
4202,6210,41346,41346,0.000180959701538,217.89723320158103
4204,6220,41346,41346,0.0001442432403564,273.3619834710744
4211,6230,41346,41346,0.0001606941223144,245.37685459940653
4213,6240,41346,41346,0.0001535415649414,256.8074534161491
4221,6250,41346,37500,0.0001423358917236,251.2562814070352
4226,6260,41346,41346,0.0001547336578369,254.82896764252695
4232,6270,41346,31350,0.000152587890625,195.9375
4234,6280,41346,41346,0.0002145767211914,183.76
4239,6290,41346,41346,0.0001430511474609,275.64
4244,6300,41346,41346,0.0001382827758789,285.1448275862069
4248,6310,41346,41346,0.0001423358917236,277.0251256281407
4254,6320,41346,31600,0.0001404285430908,214.60101867572155
4262,6330,41346,41346,0.0001487731933593,265.03846153846155
4266,6340,41346,41346,0.000150442123413,262.0982567353407
4270,6350,41346,41346,0.000138521194458,284.6540447504303
4273,6360,41346,41346,0.0001482963562011,265.8906752411576
4281,6370,41346,41346,0.0001490116119384,264.6144
4287,6380,41346,41346,0.0001437664031982,274.2686567164179
4291,6390,41346,25560,0.000154972076416,157.2923076923077
4297,6400,41346,41346,0.0001671314239501,235.92582025677603
4299,6410,41346,41346,0.0001723766326904,228.746887966805
4306,6420,41346,41346,0.0001454353332519,271.1213114754098
4308,6430,41346,41346,0.0001842975616455,213.9508408796895
4313,6440,41346,41346,0.0001580715179443,249.44796380090497
4320,6450,41346,32250,0.0001418590545654,216.80672268907563
4325,6460,41346,41346,0.0001680850982666,234.5872340425532
4331,6470,41346,32350,0.0001413822174072,218.212478920742
4336,6480,41346,41346,0.0001442432403564,273.3619834710744
4342,6490,41346,41346,0.0001401901245117,281.265306122449
4345,6500,41346,32500,0.000171422958374,180.8066759388039
4350,6510,41346,41346,0.0001487731933593,265.03846153846155
4355,6520,41346,41346,0.000138521194458,284.6540447504303
4362,6530,41346,41346,0.0001618862152099,243.56995581737849
4363,6540,41346,41346,0.0001478195190429,266.7483870967742
4367,6540,41346,41346,0.0001478195190429,266.7483870967742
4370,6550,41346,41346,0.0001473426818847,267.6116504854369
4377,6560,41346,32800,0.0001454353332519,215.08196721311475
4380,6570,41346,32850,0.0001673698425292,187.1794871794872
4385,6580,41346,41346,0.0001492500305175,264.1916932907348
4388,6590,41346,41346,0.0001628398895263,242.14348462664717
4393,6600,41346,41346,0.0001478195190429,266.7483870967742
4397,6610,41346,41346,0.0001430511474609,275.64
4402,6620,41346,41346,0.0001857280731201,212.30295250320924
4409,6630,41346,41346,0.0001423358917236,277.0251256281407
4416,6640,41346,41346,0.000169038772583,233.2637517630465
4420,6650,41346,28046,0.0001716613769531,155.8111111111111
4424,6660,41346,41346,0.0001592636108398,247.5808383233533
4428,6670,41346,34676,0.0001401901245117,235.89115646258503
4434,6680,41346,34666,0.0001552104949951,213.00153609831028
4441,6690,41346,41346,0.0001599788665771,246.47391952309985
4442,6700,41346,34646,0.0001654624938964,199.68876080691643
4450,6710,41346,41346,0.0001530647277832,257.60747663551405
4453,6720,41346,41346,0.0001506805419921,261.6835443037975
4459,6730,41346,34616,0.0001392364501953,237.0958904109589
4462,6740,41346,41346,0.0001628398895263,242.14348462664717
4468,6750,41346,34596,0.0001459121704101,226.11764705882356
4476,6760,41346,34586,0.0001754760742187,187.9673913043478
4480,6770,41346,41346,0.0001509189605712,261.2701421800948
4486,6780,41346,34566,0.0001394748687744,236.348717948718
4489,6790,41346,41346,0.0001814365386962,217.3245729303548
4496,6800,41346,41346,0.0001401901245117,281.265306122449
4498,6810,41346,41346,0.0001718997955322,229.38141470180304
4504,6820,41346,41346,0.0001449584960937,272.0131578947368
4510,6830,41346,34516,0.0001430511474609,230.10666666666663
4514,6840,41346,41346,0.0001883506774902,209.346835443038
4519,6850,41346,20796,0.0001404285430908,141.22920203735146
4526,6860,41346,41346,0.0001876354217529,210.14485387547649
4531,6870,41346,34476,0.0001492500305175,220.29392971246008
4536,6880,41346,41346,0.0001566410064697,251.72602739726028
4540,6890,41346,27566,0.000140905380249,186.5719120135364
4544,6900,41346,27600,0.0001561641693115,168.54961832061068
4550,6910,41346,41346,0.0001564025878906,252.109756097561
4556,6920,41346,27680,0.0001451969146728,181.8062397372742
4559,6930,41346,41346,0.0001370906829833,287.62434782608693
4565,6940,41346,41346,0.0001530647277832,257.60747663551405
4569,6950,41346,34750,0.0001585483551025,209.02255639097743
4576,6960,41346,41346,0.0001509189605712,261.2701421800948
4580,6970,41346,41346,0.0001366138458251,288.6282722513089
4583,6980,41346,27920,0.0001876354217529,141.90597204574334
4588,6990,41346,41346,0.000197410583496,199.7391304347826
4593,7000,41346,41346,0.0001540184020996,256.0123839009288
4597,7010,41346,35050,0.000152587890625,219.0625
4605,7020,41346,41346,0.0001444816589355,272.91089108910893
4609,7030,41346,41346,0.0001971721649169,199.9806529625151
4612,7040,41346,41346,0.0001559257507324,252.88073394495413
4618,7050,41346,35250,0.0001361370086669,246.9352014010508
4625,7060,41346,41346,0.0001342296600341,293.75488454706925
4631,7070,41346,41346,0.0001628398895263,242.14348462664717
4633,7080,41346,41346,0.0001435279846191,274.7242524916944
4637,7090,41346,41346,0.0001320838928222,298.52707581227435
4643,7100,41346,41346,0.0001506805419921,261.6835443037975
4650,7110,41346,28440,0.000169038772583,160.45133991537378
4652,7120,41346,35600,0.0001683235168457,201.69971671388103
4660,7130,41346,28520,0.000159740447998,170.26865671641792
4662,7140,41346,28560,0.0001392364501953,195.6164383561644
4668,7150,41346,41346,0.0002036094665527,193.65807962529277
4676,7160,41346,35800,0.0001451969146728,235.13957307060755
4680,7170,41346,41346,0.0001380443572998,285.6373056994819
4685,7180,41346,41346,0.0001633167266845,241.43649635036496
4687,7190,41346,35950,0.0001451969146728,236.1247947454844
4695,7200,41346,41346,0.0001499652862548,262.9316375198728
4697,7210,41346,36050,0.0001466274261474,234.47154471544715
4705,7220,41346,41346,0.0001397132873535,282.22525597269623
4708,7230,41346,41346,0.000145673751831,270.6775777414075
4715,7240,41346,41346,0.0001506805419921,261.6835443037975
4720,7250,41346,29000,0.0001475811004638,187.3990306946688
4726,7260,41346,41346,0.0001699924468994,231.95511921458623
4730,7270,41346,41346,0.0001697540283203,232.2808988764045
4736,7280,41346,41346,0.0001473426818847,267.6116504854369
4741,7290,41346,41346,0.0001716613769531,229.7
4742,7300,41346,21900,0.0001800060272216,116.02649006622516
4747,7310,41346,41346,0.0001652240753173,238.64935064935065
4754,7320,41346,41346,0.0001561641693115,252.4946564885496
4758,7330,41346,41346,0.0001497268676757,263.3503184713376
4762,7340,41346,41346,0.00020432472229,192.98016336056008
4766,7350,41346,36750,0.0001850128173828,189.43298969072168
4772,7360,41346,41346,0.0001661777496337,237.27977044476327
4780,7370,41346,41346,0.0001466274261474,268.9170731707317
4783,7380,41346,22140,0.0001530647277832,137.94392523364485
4788,7390,41346,41346,0.0001478195190429,266.7483870967742
4794,7400,41346,41346,0.0001657009124755,237.96258992805755
4796,7410,41346,41346,0.000148057937622,266.3188405797101
4804,7420,41346,41346,0.000148057937622,266.3188405797101
4807,7430,41346,41346,0.00016450881958,239.68695652173912
4812,7440,41346,41346,0.0001485347747802,265.46388443017656
4820,7450,41346,41346,0.0001494884490966,263.77033492822966
4824,7460,41346,41346,0.0001468658447265,268.4805194805195
4827,7470,41346,41346,0.000140905380249,279.83756345177665
4832,7480,41346,41346,0.0002012252807617,195.95260663507108
4836,7490,41346,29960,0.0001463890075683,195.17915309446252
4843,7500,41346,41346,0.0001492500305175,264.1916932907348
4846,7510,41346,22530,0.0001461505889892,147.0146818923328
4850,7520,41346,41346,0.0001425743103027,276.561872909699
4857,7530,41346,30120,0.0001585483551025,181.17293233082708
4860,7540,41346,41346,0.0001451969146728,271.5665024630542
4865,7550,41346,41346,0.0001499652862548,262.9316375198728
4871,7560,41346,41346,0.0001413822174072,278.893760539629
4876,7570,41346,41346,0.0001437664031982,274.2686567164179
4881,7580,41346,41346,0.0001473426818847,267.6116504854369
4886,7590,41346,41346,0.0001468658447265,268.4805194805195
4889,7600,41346,41346,0.00014328956604,275.18136439267886
4898,7610,41346,41346,0.0001485347747802,265.46388443017656
4902,7620,41346,41346,0.0001370906829833,287.62434782608693
4908,7630,41346,41346,0.0001599788665771,246.47391952309985
4910,7640,41346,41346,0.0001375675201416,286.6273830155979
4918,7650,41346,41346,0.0001497268676757,263.3503184713376
4919,7660,41346,30640,0.0001544952392578,189.1358024691358
4924,7670,41346,38350,0.0001568794250488,233.1306990881459
4929,7680,41346,41346,0.000140905380249,279.83756345177665
4938,7690,41346,30760,0.0001451969146728,202.0361247947455
4943,7700,41346,30800,0.0001370906829833,214.2608695652174
4945,7710,41346,38550,0.0001473426818847,249.5145631067961
4950,7720,41346,41346,0.0001535415649414,256.8074534161491
4957,7730,41346,38650,0.0001759529113769,209.4850948509485
4963,7740,41346,38700,0.000148057937622,249.2753623188406
4968,7750,41346,41346,0.0001528263092041,258.009360374415
4970,7760,41346,41346,0.0001814365386962,217.3245729303548
4974,7770,41346,41346,0.0001370906829833,287.62434782608693
4980,7780,41346,31120,0.0001401901245117,211.70068027210883
4986,7790,41346,41346,0.0001611709594726,244.6508875739645
4990,7800,41346,41346,0.0001425743103027,276.561872909699
4997,7810,41346,31240,0.0001647472381591,180.83936324167877
5000,7820,41346,31280,0.0001420974731445,209.93288590604027
5007,7830,41346,31320,0.0001521110534667,196.3636363636364
5012,7840,41346,23520,0.0001389980316162,161.37221269296742
5014,7850,41346,31400,0.0001418590545654,211.0924369747899
5020,7860,41346,23580,0.0001430511474609,157.2
5025,7870,41346,41346,0.000138521194458,284.6540447504303
5031,7880,41346,41346,0.0001425743103027,276.561872909699
5036,7890,41346,41346,0.000152587890625,258.4125
5043,7900,41346,41346,0.0001404285430908,280.78777589134125
5046,7910,41346,41346,0.0001401901245117,281.265306122449
5051,7920,41346,41346,0.0001349449157714,292.19787985865725
5056,7930,41346,31720,0.0001611709594726,187.69230769230768
5061,7940,41346,41346,0.0001616477966308,243.92920353982305
5068,7950,41346,31800,0.0001559257507324,194.4954128440367
5071,7960,41346,41346,0.0001387596130371,284.16494845360825
5078,7970,41346,31880,0.0001492500305175,203.70607028753997
5081,7980,41346,33366,0.0001437664031982,221.33333333333331
5084,7990,41346,41346,0.0001530647277832,257.60747663551405
5090,8000,41346,41346,0.0001647472381591,239.34008683068015
5093,8010,41346,33336,0.0001509189605712,210.65402843601896
5100,8020,41346,41346,0.0001554489135742,253.6564417177914
5107,8030,41346,33316,0.0001404285430908,226.2546689303905
5109,8040,41346,41346,0.0001406669616699,280.31186440677965
5114,8050,41346,41346,0.0001718997955322,229.38141470180304
5122,8060,41346,41346,0.0001540184020996,256.0123839009288
5124,8070,41346,41346,0.0001702308654785,231.63025210084032
5127,8070,41346,41346,0.0001702308654785,231.63025210084032
5131,8080,41346,41346,0.000138521194458,284.6540447504303
5134,8090,41346,41346,0.0001993179321289,197.82775119617224
5141,8100,41346,41346,0.0001382827758789,285.1448275862069
5144,8110,41346,41346,0.0001873970031738,210.412213740458
5149,8120,41346,41346,0.0001506805419921,261.6835443037975
5157,8130,41346,41346,0.0001451969146728,271.5665024630542
5159,8140,41346,33206,0.000148057937622,213.88727858293075
5167,8150,41346,41346,0.0001513957977294,260.4472440944882
5168,8160,41346,33186,0.0001547336578369,204.5362095531587
5174,8170,41346,41346,0.00016450881958,239.68695652173912
5180,8180,41346,33166,0.0001428127288818,221.47579298831383
5186,8190,41346,41346,0.0001590251922607,247.952023988006
5188,8200,41346,33146,0.0001416206359863,223.2053872053872
5194,8210,41346,33136,0.000150442123413,210.053882725832
5199,8220,41346,41346,0.0001957416534423,201.442143727162
5205,8230,41346,41346,0.000157356262207,250.5818181818182
5212,8240,41346,41346,0.0001783370971679,221.1016042780749
5213,8250,41346,24846,0.0002212524414062,107.09482758620688
5218,8260,41346,41346,0.000138521194458,284.6540447504303
5223,8270,41346,41346,0.0001492500305175,264.1916932907348
5229,8280,41346,33120,0.0001461505889892,216.1174551386623
5233,8290,41346,33160,0.0001389980316162,227.51286449399657
5240,8300,41346,41346,0.0001392364501953,283.1917808219178
5243,8310,41346,33240,0.0001461505889892,216.9004893964111
5250,8320,41346,41346,0.0001311302185058,300.6981818181818
5254,8330,41346,41346,0.0001330375671386,296.38709677419354
5259,8340,41346,33360,0.0001358985900878,234.10526315789477
5264,8350,41346,41346,0.0001258850097656,313.22727272727275
5268,8360,41346,41346,0.0001440048217773,273.81456953642385
5272,8370,41346,33480,0.0001394748687744,228.92307692307693
5279,8380,41346,41346,0.0001435279846191,274.7242524916944
5283,8390,41346,33560,0.0001680850982666,190.4113475177305
5287,8400,41346,33600,0.0001494884490966,214.35406698564597
5294,8410,41346,41346,0.0001580715179443,249.44796380090497
5299,8420,41346,41346,0.0001361370086669,289.63922942206653
5303,8430,41346,41346,0.0001416206359863,278.42424242424244
5306,8440,41346,41346,0.0001583099365234,249.0722891566265
5312,8450,41346,25350,0.0001502037048339,160.95238095238096
5316,8460,41346,41346,0.00016450881958,239.68695652173912
5322,8470,41346,25410,0.0001425743103027,169.9665551839465
5330,8480,41346,25440,0.0001475811004638,164.3941841680129
5334,8490,41346,25470,0.0001547336578369,156.979969183359
5340,8500,41346,41346,0.0001351833343505,291.6825396825397
5342,8510,41346,34040,0.0001430511474609,226.9333333333333
5347,8520,41346,41346,0.000124454498291,316.82758620689657
5352,8530,41346,34120,0.0001497268676757,217.3248407643312
5356,8540,41346,41346,0.0001285076141357,306.834879406308
5364,8550,41346,41346,0.0001273155212402,309.70786516853934
5366,8560,41346,41346,0.0001296997070312,304.0147058823529
5370,8570,41346,41346,0.0001332759857177,295.8568872987478
5377,8580,41346,41346,0.0001571178436279,250.96206373292867
5382,8590,41346,34360,0.000150442123413,217.81299524564184
5387,8600,41346,34400,0.0001454353332519,225.5737704918033
5390,8610,41346,41346,0.000166893005371,236.26285714285717
5399,8620,41346,41346,0.0001380443572998,285.6373056994819
5402,8630,41346,41346,0.0001320838928222,298.52707581227435
5407,8640,41346,41346,0.0001611709594726,244.6508875739645
5411,8650,41346,41346,0.0001490116119384,264.6144
5415,8660,41346,41346,0.0001411437988281,279.36486486486484
5424,8670,41346,41346,0.0001466274261474,268.9170731707317
5426,8680,41346,34720,0.0001492500305175,221.85303514377
5431,8690,41346,41346,0.0001540184020996,256.0123839009288
5437,8700,41346,41346,0.0001797676086425,219.342175066313
5444,8710,41346,34840,0.0001368522644042,242.78745644599303
5448,8720,41346,26160,0.0001575946807861,158.30559757942513
5450,8730,41346,41346,0.0001535415649414,256.8074534161491
5456,8740,41346,34960,0.0003015995025634,110.54545454545456
5460,8750,41346,41346,0.0001544952392578,255.22222222222223
5466,8760,41346,35040,0.0001833438873291,182.26267880364108
5473,8770,41346,35080,0.0001580715179443,211.6440422322775
5478,8780,41346,41346,0.0001833438873291,215.06371911573476
5482,8790,41346,41346,0.0001559257507324,252.88073394495413
5486,8800,41346,35200,0.0001547336578369,216.94915254237287
5491,8810,41346,26430,0.0001614093780517,156.15952732644018
5499,8820,41346,35280,0.0001444816589355,232.87128712871288
5501,8830,41346,41346,0.0001692771911621,232.93521126760564
5508,8840,41346,41346,0.0001397132873535,282.22525597269623
5512,8850,41346,41346,0.0001513957977294,260.4472440944882
5517,8860,41346,41346,0.000166893005371,236.26285714285717
5523,8870,41346,41346,0.0001611709594726,244.6508875739645
5528,8880,41346,41346,0.0001533031463623,257.20684292379474
5534,8890,41346,41346,0.0001544952392578,255.22222222222223
5535,8900,41346,41346,0.0001442432403564,273.3619834710744
5542,8910,41346,35640,0.0001649856567382,206.01156069364163
5546,8920,41346,41346,0.0001513957977294,260.4472440944882
5550,8930,41346,35720,0.0001816749572753,187.50656167979
5557,8940,41346,41346,0.0001378059387207,286.13148788927333
5564,8950,41346,26850,0.0001590251922607,161.01949025487255
5569,8960,41346,35840,0.0001640319824218,208.3720930232558
5570,8970,41346,35880,0.0001392364501953,245.75342465753425
5577,8980,41346,41346,0.0001411437988281,279.36486486486484
5584,8990,41346,41346,0.0001666545867919,236.60085836909872
5585,9000,41346,41346,0.0001418590545654,277.9563025210084
5594,9010,41346,36000,0.0001766681671142,194.331983805668
5595,9020,41346,36000,0.0001397132873535,245.73378839590444
5601,9030,41346,27000,0.0001561641693115,164.8854961832061
5606,9040,41346,41346,0.0001592636108398,247.5808383233533
5611,9050,41346,41346,0.0001654624938964,238.3054755043228
5615,9060,41346,41346,0.0001978874206542,199.2578313253012
5621,9070,41346,27000,0.0001368522644042,188.1533101045296
5624,9080,41346,41346,0.0001907348632812,206.73
5631,9090,41346,41346,0.0001382827758789,285.1448275862069
5635,9100,41346,36000,0.0001502037048339,228.57142857142856
5641,9110,41346,41346,0.0001521110534667,259.22257053291537
5643,9120,41346,18000,0.0001428127288818,120.20033388981636
5651,9130,41346,41346,0.0001401901245117,281.265306122449
5656,9140,41346,27000,0.0001521110534667,169.27899686520377
5661,9150,41346,41346,0.0001471042633056,268.04538087520257
5667,9160,41346,41346,0.0001540184020996,256.0123839009288
5671,9170,41346,36000,0.0001430511474609,240.0
5677,9180,41346,27000,0.0001547336578369,166.40986132511557
5682,9190,41346,41346,0.000138521194458,284.6540447504303
5686,9200,41346,27000,0.0001382827758789,186.20689655172413
5690,9210,41346,41346,0.0001783370971679,221.1016042780749
5695,9220,41346,41346,0.0001418590545654,277.9563025210084
5698,9230,41346,41346,0.00014328956604,275.18136439267886
5706,9240,41346,41346,0.0002033710479736,193.88511137162956
5710,9250,41346,41346,0.0001482963562011,265.8906752411576
5717,9260,41346,36000,0.0001425743103027,240.80267558528428
5721,9270,41346,41346,0.0001564025878906,252.109756097561
5724,9280,41346,36000,0.0001485347747802,231.13964686998395
5730,9290,41346,41346,0.0001392364501953,283.1917808219178
5737,9300,41346,27000,0.0001981258392333,129.9638989169675
5741,9310,41346,27000,0.0001418590545654,181.5126050420168
5744,9320,41346,27000,0.0001358985900878,189.47368421052636
5750,9330,41346,41346,0.0001478195190429,266.7483870967742
5753,9340,41346,41346,0.0001361370086669,289.63922942206653
5758,9350,41346,41346,0.0001461505889892,269.79445350734096
5765,9360,41346,36000,0.0001442432403564,238.01652892561984
5768,9370,41346,41346,0.0001742839813232,226.2435020519836
5773,9380,41346,41346,0.0001430511474609,275.64
5780,9390,41346,41346,0.0001513957977294,260.4472440944882
5787,9400,41346,41346,0.0001561641693115,252.4946564885496
5791,9410,41346,41346,0.0001630783081054,241.7894736842105
5797,9420,41346,41346,0.0001997947692871,197.35560859188544
5798,9430,41346,41346,0.00014328956604,275.18136439267886
5805,9440,41346,36000,0.0001442432403564,238.01652892561984
5811,9450,41346,41346,0.0001375675201416,286.6273830155979
5815,9460,41346,41346,0.0001900196075439,207.50815558343788
5820,9470,41346,41346,0.0001454353332519,271.1213114754098
5827,9480,41346,41346,0.0001595020294189,247.21076233183857
5831,9490,41346,41346,0.0001919269561767,205.44596273291924
5835,9500,41346,27000,0.000140905380249,182.74111675126903
5839,9510,41346,36000,0.0001454353332519,236.0655737704918
5843,9520,41346,36000,0.0001571178436279,218.51289833080423
5849,9530,41346,36000,0.0002243518829345,153.02869287991498
5854,9540,41346,27000,0.0001568794250488,164.1337386018237
5862,9550,41346,41346,0.0001523494720458,258.8169014084507
5863,9560,41346,18000,0.0001463890075683,117.26384364820846
5872,9570,41346,41346,0.0001509189605712,261.2701421800948
5874,9580,41346,36000,0.0001420974731445,241.6107382550336
5879,9590,41346,41346,0.0001692771911621,232.93521126760564
5884,9600,41346,41346,0.0001683235168457,234.2549575070821
5892,9610,41346,41346,0.000197410583496,199.7391304347826
5897,9620,41346,18000,0.0001366138458251,125.6544502617801
5902,9630,41346,27000,0.0001478195190429,174.19354838709677
5903,9640,41346,41346,0.0001404285430908,280.78777589134125
5911,9650,41346,41346,0.0001566410064697,251.72602739726028
5914,9660,41346,41346,0.0001745223999023,225.9344262295082
5922,9670,41346,41346,0.0001566410064697,251.72602739726028
5927,9680,41346,41346,0.0001556873321533,253.2679938744257
5931,9690,41346,36000,0.0001554489135742,220.85889570552143
5934,9700,41346,41346,0.0001635551452636,241.08454810495627
5938,9710,41346,41346,0.0001521110534667,259.22257053291537
5945,9720,41346,41346,0.00016450881958,239.68695652173912
5951,9730,41346,27000,0.0001454353332519,177.04918032786884
5953,9740,41346,27000,0.0001521110534667,169.27899686520377
5962,9750,41346,41346,0.0001721382141113,229.06371191135733
5967,9760,41346,18000,0.0001344680786132,127.65957446808513
5971,9770,41346,41346,0.0001378059387207,286.13148788927333
5977,9780,41346,41346,0.0001788139343261,220.512
5981,9790,41346,41346,0.0001392364501953,283.1917808219178
5983,9800,41346,41346,0.0002021789550781,195.0283018867925
5988,9810,41346,27000,0.000138521194458,185.88640275387263
5993,9820,41346,36000,0.0001473426818847,233.0097087378641
5999,9830,41346,41346,0.0001499652862548,262.9316375198728
6004,9840,41346,41346,0.000145673751831,270.6775777414075
6012,9850,41346,41346,0.0001649856567382,238.9942196531792
6015,9860,41346,41346,0.0001509189605712,261.2701421800948
6020,9870,41346,41346,0.0001418590545654,277.9563025210084
6027,9880,41346,41346,0.0001628398895263,242.14348462664717
6031,9890,41346,41346,0.0001406669616699,280.31186440677965
6036,9900,41346,27000,0.000145673751831,176.75941080196398
6041,9910,41346,36000,0.0001528263092041,224.6489859594384
6043,9920,41346,41346,0.0001423358917236,277.0251256281407
6050,9930,41346,41346,0.0001468658447265,268.4805194805195
6057,9940,41346,36000,0.000148057937622,231.8840579710145
6061,9950,41346,41346,0.0001966953277587,200.46545454545452
6064,9960,41346,41346,0.0001537799835205,256.4093023255814
6072,9970,41346,41346,0.0001494884490966,263.77033492822966
6074,9980,41346,41346,0.0001883506774902,209.346835443038
